,percent_vote_dem,percent_vote_rep,combined_FIPS,election_year,NAMELSAD,pct_developed,pct_suburban,pct_forest,pct_undeveloped,pct_agri,total_dev,avg_dev_year,avg_dem_change,avg_rep_change
34,0.401327178,0.584824005,1067,2000,Henry County,0.044749151,0.042636067,0.554855258,0.662141523,0.291599361,0.000998523,6.24E-05,-0.02934567,0.028224128
35,0.293602021,0.690956733,1069,2000,Houston County,0.104089126,0.089555537,0.39135359,0.452049127,0.443558489,0.007681356,0.000480085,-0.010875587,0.007424517
36,0.506310734,0.473305037,1071,2000,Jackson County,0.046901679,0.042633232,0.643334834,0.673853888,0.278608693,0.0022801,0.000142506,-0.082818152,0.080301266
37,0.474457834,0.505879173,1073,2000,Jefferson County,0.268680797,0.224207129,0.601534451,0.673447494,0.050651167,0.025782848,0.001611428,0.01031194,-0.015710435
38,0.365981515,0.616636777,1075,2000,Lamar County,0.05051286,0.049185769,0.742859049,0.8616075,0.087617904,0.00016664,1.04E-05,-0.054314787,0.054820134
39,0.43174534,0.543859103,1077,2000,Lauderdale County,0.090844979,0.083968197,0.423131891,0.458165464,0.450609417,0.003355449,0.000209716,-0.044988833,0.040499487
40,0.516700862,0.465408289,1079,2000,Lawrence County,0.051989618,0.04856615,0.484813037,0.510263877,0.437094847,0.001164531,7.28E-05,-0.068028139,0.066279933
41,0.380880201,0.586269078,1081,2000,Lee County,0.113776872,0.100555833,0.644573099,0.744833551,0.13804804,0.024460455,0.001528778,-0.005552702,-0.000358386
42,0.380468816,0.600998561,1083,2000,Limestone County,0.081042924,0.074885551,0.323627284,0.338123353,0.580254443,0.014951874,0.000934492,-0.036373967,0.030093587
43,0.72993753,0.262373859,1085,2000,Lowndes County,0.030234345,0.029392561,0.561200519,0.659717007,0.309046176,0.000407057,2.54E-05,0.00015326,-0.000101244
44,0.867965123,0.123542068,1087,2000,Macon County,0.044690968,0.042764485,0.687838921,0.784105317,0.164156332,0.000668543,4.18E-05,-0.010043797,0.008255621
45,0.425342841,0.548465381,1089,2000,Madison County,0.193139974,0.167948348,0.384945301,0.395360817,0.410486673,0.035767136,0.002235446,-0.010212348,-0.00014262
46,0.503850958,0.488134888,1091,2000,Marengo County,0.033537026,0.031759723,0.679699625,0.780214507,0.184464013,0.0006037,3.77E-05,0.001720542,-0.003036996
47,0.391289554,0.587784961,1093,2000,Marion County,0.064464278,0.058529739,0.656386956,0.781487974,0.151933703,0.000953877,5.96E-05,-0.070249992,0.070128621
48,0.370895709,0.61038265,1095,2000,Marshall County,0.112027019,0.099285727,0.460840778,0.481411583,0.405526628,0.008367769,0.000522986,-0.057916758,0.054343119
49,0.419621453,0.559318759,1097,2000,Mobile County,0.14660141,0.125607267,0.617752773,0.729002399,0.116551717,0.013551804,0.000846988,-0.00043151,-0.002169547
50,0.417942129,0.575689867,1099,2000,Monroe County,0.033478512,0.032269724,0.737997481,0.857947909,0.10702233,0.00094012,5.88E-05,0.000956976,-0.002869989
51,0.502576935,0.483355741,1101,2000,Montgomery County,0.133788253,0.105279828,0.481423634,0.521866056,0.339474146,0.015463668,0.000966479,0.027978078,-0.032176781
52,0.376279843,0.603875261,1103,2000,Morgan County,0.119202578,0.103346663,0.462875134,0.486026621,0.392811269,0.007730596,0.000483162,-0.038515502,0.034077785
53,0.694660446,0.299291515,1105,2000,Perry County,0.0328328,0.032173982,0.671708028,0.753533417,0.21328514,0.000418486,2.62E-05,0.007464104,-0.008178317
54,0.485128806,0.504215457,1107,2000,Pickens County,0.040756593,0.039386677,0.717027472,0.823025137,0.135709705,0.000367974,2.30E-05,-0.017215968,0.016893107
55,0.413220789,0.574544765,1109,2000,Pike County,0.04619912,0.042721918,0.621263387,0.73395814,0.219347335,0.001875215,0.000117201,-0.007314918,0.002418639
56,0.390705897,0.58921581,1111,2000,Randolph County,0.05899947,0.056674368,0.676114234,0.771349001,0.168121695,0.001312745,8.20E-05,-0.041452856,0.041785083
57,0.568257191,0.419492386,1113,2000,Russell County,0.060602564,0.052932401,0.6944965,0.817421591,0.120090962,0.007543865,0.000471492,-0.017700463,0.014700024
58,0.269198838,0.710543794,1115,2000,St. Clair County,0.076649903,0.072201888,0.66399071,0.749293623,0.170376553,0.013582087,0.00084888,-0.030912991,0.028425249
59,0.212190961,0.766981071,1117,2000,Shelby County,0.113275702,0.099084082,0.664758851,0.752923296,0.126356174,0.033142389,0.002071399,0.003683352,-0.011456094
60,0.725197109,0.267575558,1119,2000,Sumter County,0.030711747,0.02955521,0.671254986,0.7550369,0.212619575,0.000417741,2.61E-05,0.003773254,-0.005242041
61,0.44257593,0.542493419,1121,2000,Talladega County,0.092829799,0.085632962,0.628655906,0.701031562,0.201838388,0.005509869,0.000344367,-0.019936945,0.018640722
62,0.380422076,0.603273242,1123,2000,Tallapoosa County,0.057809954,0.055373759,0.759293145,0.869108549,0.071381104,0.002079488,0.000129968,-0.024298273,0.023588956
63,0.409455368,0.565641947,1125,2000,Tuscaloosa County,0.08443515,0.07386202,0.731167515,0.832646007,0.078064606,0.007610457,0.000475654,-0.006348123,0.00285493
64,0.453219453,0.525954526,1127,2000,Walker County,0.067707378,0.062906896,0.686953359,0.81539796,0.110577822,0.003623276,0.000226455,-0.075158487,0.074350809
65,0.445760927,0.541995787,1129,2000,Washington County,0.027763903,0.026622881,0.800975231,0.924278069,0.045500467,0.001044684,6.53E-05,-0.041886734,0.041519687
66,0.671868904,0.324034335,1131,2000,Wilcox County,0.029751672,0.029168667,0.775619506,0.875719971,0.093266948,0.00029101,1.82E-05,0.009337449,-0.010029506
67,0.288903198,0.688237819,1133,2000,Winston County,0.052506095,0.049062942,0.716977964,0.805120403,0.140705637,0.001379582,8.62E-05,-0.05108743,0.05163879
68,0.669459293,0.305664063,4001,2000,Apache County,0.007901411,0.007598513,0.2787448,0.983963441,7.44E-05,0.000108248,6.77E-06,-0.012968742,-0.001942931
69,0.4019133,0.546914954,4003,2000,Cochise County,0.016393012,0.01559722,0.087623274,0.944319318,0.029404581,0.000847298,5.30E-05,-0.013254492,0.003689136
70,0.496049703,0.429567302,4005,2000,Coconino County,0.007915215,0.007168709,0.252516903,0.972532012,1.37E-05,0.000498223,3.11E-05,0.011492057,-0.019124062
71,0.434145241,0.516350925,4007,2000,Gila County,0.009583842,0.008807062,0.388399353,0.987358557,4.24E-05,0.000280714,1.75E-05,-0.060828051,-0.032472204
72,0.347164735,0.621585265,4009,2000,Graham County,0.006661385,0.006189051,0.175379893,0.973430434,0.017111262,0.000305996,1.91E-05,-0.046150486,-0.056595469
73,0.410810811,0.546959459,4011,2000,Greenlee County,0.007304468,0.006633755,0.441604518,0.979865444,0.002707686,0.000612249,3.83E-05,-0.050121809,-0.04563817
74,0.394601829,0.567254071,4012,2000,La Paz County,0.009639399,0.008793951,0.007153507,0.792886699,0.043917762,0.00034961,2.19E-05,-0.032485107,0.026351497
75,0.428838227,0.532291818,4013,2000,Maricopa County,0.093276084,0.0586928,0.011585516,0.814136583,0.059399421,0.02575952,0.00160997,0.004872941,-0.013902015
76,0.395777169,0.552456899,4015,2000,Mohave County,0.013363437,0.011764596,0.092516595,0.969076065,0.001913238,0.00059969,3.75E-05,-0.044358525,0.044146886
77,0.469002267,0.492543842,4017,2000,Navajo County,0.009072695,0.008532316,0.197359166,0.980211655,0.000595671,0.000305269,1.91E-05,-0.015132385,0.00453193
78,0.513447365,0.433107356,4019,2000,Pima County,0.033854604,0.026685849,0.028886983,0.951066648,0.004479754,0.004278208,0.000267388,0.004844804,-0.009004948
79,0.475902155,0.487333495,4021,2000,Pinal County,0.026093923,0.023798737,0.017070623,0.861979465,0.102412993,0.006558106,0.000409882,-0.02655277,0.018693929
80,0.588440346,0.376026088,4023,2000,Santa Cruz County,0.023583558,0.022419607,0.133015998,0.973936269,0.002421456,0.000665106,4.16E-05,0.030733277,-0.03472033
81,0.352685115,0.588380137,4025,2000,Yavapai County,0.015311714,0.013968008,0.170761079,0.982942435,0.000732678,0.001242164,7.76E-05,-0.010429907,0.008715363
82,0.420738517,0.54823398,4027,2000,Yuma County,0.015615156,0.012793223,0.003835723,0.73991836,0.054542319,0.003157453,0.000197341,0.010854797,-0.018378057
83,0.451506591,0.526208412,5001,2000,Arkansas County,0.038311858,0.036231098,0.378874999,0.382906819,0.57547137,0.000815924,5.10E-05,-0.034842198,0.022424072
84,0.514206263,0.468625317,5003,2000,Ashley County,0.051829373,0.047863384,0.595590068,0.71275201,0.234612032,0.000670826,4.19E-05,-0.054074268,0.047943262
85,0.389992818,0.570864257,5005,2000,Baxter County,0.077056352,0.072549521,0.724417626,0.731563938,0.177534242,0.001377787,8.61E-05,-0.04476877,0.042981598
86,0.322055698,0.649405361,5007,2000,Benton County,0.11792619,0.103855193,0.464916543,0.467781059,0.411742917,0.02637172,0.001648232,-0.00820489,-0.005182147
87,0.329519619,0.628456179,5009,2000,Boone County,0.058554799,0.053774179,0.520287507,0.52580112,0.412463468,0.000755965,4.72E-05,-0.036976143,0.032740713
88,0.533299824,0.450615733,5011,2000,Bradley County,0.045647487,0.04324245,0.811593053,0.914810863,0.0389495,0.000490772,3.07E-05,-0.043193557,0.035443521
89,0.465446224,0.51624714,5013,2000,Calhoun County,0.049991291,0.04719833,0.841986757,0.921415004,0.027719487,0.00046258,2.89E-05,-0.045956091,0.042379379
90,0.374869656,0.579353493,5015,2000,Carroll County,0.054014182,0.051514722,0.556040197,0.560445585,0.384119621,0.000499367,3.12E-05,-0.01605428,0.012858225
91,0.633423181,0.351302785,5017,2000,Chicot County,0.035793195,0.033977289,0.221233986,0.227203784,0.734453474,0.000760884,4.76E-05,-0.017670929,0.014904189
92,0.540343149,0.437746348,5019,2000,Clark County,0.043578527,0.04097097,0.765627261,0.838040039,0.117020986,0.000580457,3.63E-05,-0.028939881,0.019697825
93,0.59779661,0.382033898,5021,2000,Clay County,0.043735315,0.042216038,0.212324871,0.214919598,0.741022998,0.00035685,2.23E-05,-0.091804922,0.086270372
94,0.403644558,0.561379445,5023,2000,Cleburne County,0.053764884,0.05088816,0.677173061,0.717375084,0.224479738,0.005962695,0.000372668,-0.057448169,0.05531091
95,0.444514304,0.527507073,5025,2000,Cleveland County,0.038038518,0.036797441,0.837625097,0.916234347,0.045546679,0.000571289,3.57E-05,-0.057237699,0.051635456
96,0.430106372,0.53916407,5027,2000,Columbia County,0.044553059,0.040235966,0.806827197,0.91767306,0.0372161,0.002083127,0.000130195,-0.019195322,0.018691598
97,0.483273431,0.490047,5029,2000,Conway County,0.049837953,0.047267525,0.511757921,0.552287637,0.394769574,0.008040097,0.000502506,-0.037054008,0.030414956
98,0.491950551,0.48328497,5031,2000,Craighead County,0.083358225,0.073260539,0.13853588,0.14024945,0.77483105,0.010313038,0.000644565,-0.04892866,0.0400592
99,0.356765957,0.612992908,5033,2000,Crawford County,0.066640272,0.058836035,0.624884181,0.643891377,0.288113079,0.002711502,0.000169469,-0.039213761,0.032564691
100,0.545866707,0.442572163,5035,2000,Crittenden County,0.061366272,0.051482039,0.117943148,0.128328122,0.808720494,0.008458753,0.000528672,-0.004665022,-0.001503121
101,0.498149638,0.488012872,5037,2000,Cross County,0.039094532,0.037214122,0.174538831,0.179987833,0.779510438,0.001515272,9.47E-05,-0.051835926,0.044711941
102,0.514285714,0.472481203,5039,2000,Dallas County,0.047262819,0.04539184,0.825911347,0.927376809,0.025140441,0.000334285,2.09E-05,-0.023464969,0.018021886
103,0.617575083,0.356618465,5041,2000,Desha County,0.031917992,0.029901997,0.332891087,0.340226516,0.620588018,0.000763923,4.77E-05,-0.023550454,0.023542119
104,0.516717325,0.465383316,5043,2000,Drew County,0.04072992,0.038351677,0.653916689,0.765099957,0.193759374,0.000524144,3.28E-05,-0.03952808,0.034071153
105,0.409022453,0.549527656,5045,2000,Faulkner County,0.084168894,0.074136798,0.44258077,0.459345798,0.452804852,0.014232707,0.000889544,-0.025304617,0.016982973
106,0.435504886,0.533713355,5047,2000,Franklin County,0.044176973,0.041849282,0.562146139,0.581782635,0.372460214,0.000738206,4.61E-05,-0.058063814,0.052649948
107,0.481012658,0.495618306,5049,2000,Fulton County,0.046392072,0.045858448,0.594075423,0.6019627,0.342083903,0.000111896,6.99E-06,-0.06435417,0.057937419
108,0.440795881,0.53145958,5051,2000,Garland County,0.105327068,0.094147864,0.764945185,0.80179521,0.088274158,0.008558942,0.000534934,-0.034773165,0.026962332
109,0.421586562,0.546316315,5053,2000,Grant County,0.05320773,0.050918894,0.777457497,0.885932139,0.060540157,0.00136752,8.55E-05,-0.059291872,0.055664038
110,0.506167895,0.46707786,5055,2000,Greene County,0.058063592,0.053747129,0.253193939,0.257230152,0.68216207,0.003818696,0.000238669,-0.073956357,0.066792179
111,0.540128961,0.446837701,5057,2000,Hempstead County,0.046632092,0.043511896,0.594466591,0.667230924,0.28513812,0.002214784,0.000138424,-0.050729502,0.044376544
112,0.503323923,0.459156725,5059,2000,Hot Spring County,0.06098121,0.055864898,0.71746615,0.783679039,0.152304009,0.001969373,0.000123086,-0.059919226,0.056259044
113,0.462659789,0.521641624,5061,2000,Howard County,0.059960445,0.057721052,0.63719642,0.695334213,0.241844389,0.002426381,0.000151649,-0.043403501,0.038449243
114,0.443850267,0.530015525,5063,2000,Independence County,0.049079665,0.04481734,0.52285346,0.535219584,0.41140742,0.002126471,0.000132904,-0.058057469,0.049955352
115,0.514109698,0.45727345,5065,2000,Izard County,0.049260685,0.047849814,0.67835723,0.688336376,0.254303757,0.000363129,2.27E-05,-0.077453636,0.071162548
116,0.601284585,0.375494071,5067,2000,Jackson County,0.045248368,0.042471268,0.173221112,0.177662383,0.776061039,0.001083506,6.77E-05,-0.07356591,0.064534163
117,0.651299585,0.3222308,5069,2000,Jefferson County,0.082100613,0.067002307,0.367817153,0.400419649,0.515799562,0.002450506,0.000153157,-0.010550238,0.008748703
118,0.456640134,0.510682866,5071,2000,Johnson County,0.047299845,0.044841493,0.703530602,0.724712224,0.227154867,0.000685052,4.28E-05,-0.047572018,0.039444077
119,0.533845699,0.454626072,5073,2000,Lafayette County,0.037670177,0.035665178,0.594799497,0.675492652,0.282871232,0.000718486,4.49E-05,-0.043251635,0.040014811
120,0.538907285,0.434768212,5075,2000,Lawrence County,0.045282553,0.04217888,0.298727636,0.301806404,0.649737397,0.001283029,8.02E-05,-0.079185924,0.070023866
121,0.661732589,0.32783305,5077,2000,Lee County,0.030978448,0.030162708,0.219130896,0.224268322,0.743147784,0.000407078,2.54E-05,-0.022092103,0.01957842
122,0.551889453,0.43034405,5079,2000,Lincoln County,0.034747592,0.033060471,0.437734089,0.472111125,0.492207108,0.001293393,8.08E-05,-0.056163686,0.052829565
123,0.547786434,0.433783013,5081,2000,Little River County,0.039476763,0.03743285,0.556149923,0.604096643,0.348053226,0.001792717,0.000112045,-0.070130079,0.063976286
124,0.405508893,0.554224308,5083,2000,Logan County,0.042333229,0.040049896,0.593892586,0.639219789,0.314928452,0.002421384,0.000151337,-0.047248957,0.042797287
125,0.381820208,0.59109402,5085,2000,Lonoke County,0.059371438,0.05564222,0.246376484,0.252884282,0.684468652,0.006376845,0.000398553,-0.04320413,0.036340886
126,0.365138593,0.601812367,5087,2000,Madison County,0.039756884,0.038897868,0.686983547,0.692621563,0.267343661,0.00115844,7.24E-05,-0.033252197,0.029637538
127,0.37123857,0.565586035,5089,2000,Marion County,0.048352179,0.04733768,0.717547061,0.727247229,0.216759038,0.000676986,4.23E-05,-0.042366418,0.046305757
128,0.456747908,0.52935613,5091,2000,Miller County,0.064143149,0.055823387,0.452964072,0.502087335,0.429183517,0.007548139,0.000471759,-0.047798934,0.043131728
129,0.564675036,0.413078023,5093,2000,Mississippi County,0.060449274,0.053329111,0.075843492,0.077438984,0.861296208,0.00367759,0.000229849,-0.033814927,0.030421043
130,0.58001822,0.403583359,5095,2000,Monroe County,0.033044514,0.03180508,0.399714162,0.404882294,0.561568131,0.000671422,4.20E-05,-0.031273626,0.028178363
131,0.384594811,0.569136133,5097,2000,Montgomery County,0.041285506,0.040642016,0.811949464,0.845099639,0.111997026,0.000445288,2.78E-05,-0.043605854,0.04337205
132,0.499464955,0.48047084,5099,2000,Nevada County,0.039166525,0.037529297,0.728618455,0.835089913,0.12499993,0.000607307,3.80E-05,-0.035756565,0.033918026
133,0.306850013,0.644003056,5101,2000,Newton County,0.039796292,0.039561771,0.861720995,0.866777349,0.093279308,8.12E-05,5.07E-06,-0.030149753,0.030512692
134,0.525637326,0.455892256,5103,2000,Ouachita County,0.058453378,0.054091313,0.855602634,0.910548676,0.028810258,0.000513078,3.21E-05,-0.022677575,0.020677162
135,0.41128026,0.527576741,5105,2000,Perry County,0.044375689,0.043682526,0.756937154,0.797174067,0.157013414,0.000484826,3.03E-05,-0.041916674,0.042745852
136,0.646193493,0.33866638,5107,2000,Phillips County,0.039150555,0.037082002,0.198070053,0.201280948,0.756919246,0.000569783,3.56E-05,-0.006579295,0.003281053
137,0.403928481,0.572903551,5109,2000,Pike County,0.052781455,0.051636978,0.705776469,0.812856892,0.132076157,0.000911769,5.70E-05,-0.05796529,0.054588732
138,0.566966137,0.412992398,5111,2000,Poinsett County,0.046589403,0.044184738,0.145159379,0.147391853,0.804150558,0.001130475,7.07E-05,-0.080876473,0.074879329
139,0.321840678,0.639510635,5113,2000,Polk County,0.044803553,0.04303594,0.745065396,0.816990297,0.136795135,0.001188377,7.43E-05,-0.043648118,0.041130724
140,0.362012811,0.610357182,5115,2000,Pope County,0.056862726,0.051738988,0.687857158,0.702613145,0.238673736,0.002412959,0.00015081,-0.035117497,0.027480712
141,0.445680068,0.530938124,5117,2000,Prairie County,0.038979836,0.03760977,0.310456728,0.314064641,0.645311877,0.000668222,4.18E-05,-0.052331748,0.049103448
142,0.537313902,0.439367366,5119,2000,Pulaski County,0.210323321,0.157979591,0.512743998,0.539676679,0.244202596,0.027198802,0.001699925,0.005827117,-0.013993592
143,0.513697465,0.45482389,5121,2000,Randolph County,0.040100842,0.038673619,0.527231755,0.536396056,0.422143842,0.000769404,4.81E-05,-0.072577055,0.063006678
144,0.586864407,0.401836158,5123,2000,St. Francis County,0.046086406,0.043361058,0.228511647,0.232805169,0.720655666,0.001907675,0.00011923,-0.011083531,0.007044325
145,0.392084221,0.574758421,5125,2000,Saline County,0.097573574,0.089511485,0.734897001,0.80240924,0.096362841,0.012851466,0.000803217,-0.03441261,0.028397727
146,0.362722934,0.602612409,5127,2000,Scott County,0.035737005,0.035034833,0.791760814,0.833694647,0.129948122,0.000758361,4.74E-05,-0.047803241,0.043862567
147,0.302858551,0.643173977,5129,2000,Searcy County,0.040323892,0.039848653,0.715641082,0.725130743,0.231906019,5.79E-05,3.62E-06,-0.035411526,0.037369059
148,0.387335342,0.584750616,5131,2000,Sebastian County,0.123565917,0.101631882,0.507210627,0.598650083,0.275505486,0.00914225,0.000571391,-0.027944797,0.016944949
149,0.488003727,0.491730724,5133,2000,Sevier County,0.049735488,0.047922151,0.661376226,0.720100122,0.227882618,0.001719621,0.000107476,-0.063090366,0.056922646
150,0.454111704,0.51894471,5135,2000,Sharp County,0.04736359,0.045812676,0.713403753,0.722529112,0.224917059,0.000470994,2.94E-05,-0.062762303,0.056737819
151,0.42037037,0.539711934,5137,2000,Stone County,0.038835202,0.038023162,0.785399793,0.806886462,0.151352243,0.000514496,3.22E-05,-0.051559307,0.048099784
152,0.401114741,0.553975271,5139,2000,Union County,0.057544642,0.050361786,0.827735492,0.922997607,0.018601541,0.003270703,0.000204419,-0.013635498,0.016235672
153,0.458476518,0.498997709,5141,2000,Van Buren County,0.044218368,0.043197069,0.741631013,0.781664155,0.171230223,0.005646993,0.000352937,-0.061853085,0.058586177
154,0.416350881,0.548611516,5143,2000,Washington County,0.088218499,0.074648823,0.535247701,0.538668856,0.370873985,0.013671943,0.000854496,-0.00218938,-0.010486945
155,0.376613995,0.594582393,5145,2000,White County,0.056466878,0.050948486,0.441163174,0.452727401,0.48835941,0.006986904,0.000436681,-0.046668286,0.044941602
156,0.64089023,0.338740098,5147,2000,Woodruff County,0.032148612,0.031211991,0.223695454,0.228302394,0.739143164,0.000309939,1.94E-05,-0.051509994,0.046295139
157,0.472603797,0.497453311,5149,2000,Yell County,0.036136824,0.035020805,0.693962905,0.733575019,0.228749761,0.001027994,6.42E-05,-0.06068861,0.054546441
158,0.693635503,0.241291348,6001,2000,Alameda County,0.337514329,0.131187078,0.184771122,0.64264946,0.015425732,0.007987647,0.000499228,0.023316157,-0.023670314
159,0.45221843,0.479522184,6003,2000,Alpine County,0.006552994,0.006280933,0.436705146,0.988515551,0.001066121,5.89E-06,3.68E-07,0.025649711,-0.029764267
160,0.381919296,0.566864977,6005,2000,Amador County,0.034505898,0.031025568,0.464543122,0.95331353,0.011102135,0.000694248,4.34E-05,-0.010840149,0.006093049
161,0.374314688,0.544475102,6007,2000,Butte County,0.054098256,0.042846414,0.421367687,0.681810277,0.262261654,0.002094138,0.000130884,0.01516259,-0.01801991
162,0.375768171,0.561506675,6009,2000,Calaveras County,0.03098692,0.029312709,0.497969933,0.965737434,0.002274536,0.000178669,1.12E-05,-0.008101794,0.00561875
163,0.31216458,0.649194991,6011,2000,Colusa County,0.032715791,0.029528139,0.052087374,0.505803185,0.459440333,0.000649478,4.06E-05,0.022267962,-0.028440183
164,0.588075852,0.3705928,6013,2000,Contra Costa County,0.33981994,0.212794679,0.157887128,0.536147575,0.122227148,0.017436152,0.001089759,0.024208044,-0.030463398
165,0.375813841,0.545695684,6015,2000,Del Norte County,0.056316927,0.052960488,0.805288903,0.924926644,0.013840694,0.000191619,1.20E-05,-0.002799453,-0.002138506
166,0.363480093,0.582857381,6017,2000,El Dorado County,0.045290142,0.041531608,0.68616799,0.94256317,4.30E-05,0.00361824,0.00022614,0.006372233,-0.014165906
167,0.4304526,0.53135599,6019,2000,Fresno County,0.049732444,0.033427862,0.221313763,0.566776914,0.349868204,0.004752696,0.000297044,0.017547572,-0.022990741
168,0.286763862,0.665250832,6021,2000,Glenn County,0.039642562,0.035615625,0.143651252,0.630134075,0.324351856,0.000641301,4.01E-05,0.009222445,-0.013514398
