combined_FIPS,NAMELSAD,election_year,pct_developed_2004,pct_suburban_2004,pct_forest_2004,pct_undeveloped_2004,pct_agri_2004
31039,Cuming County,2004,0.042503152,0.041028452,0.022746073,0.110540967,0.846443604
53069,Wahkiakum County,2004,0.065730405,0.064122422,0.619714002,0.901289537,0.030639623
35011,De Baca County,2004,0.004177626,0.004042465,0.000809178,0.989016781,0.006714989
31109,Lancaster County,2004,0.122985299,0.089885327,0.053052213,0.316695235,0.55984154
31129,Nuckolls County,2004,0.037667393,0.036615265,0.03069606,0.380024366,0.582173617
46099,Minnehaha County,2004,0.10036504,0.080795659,0.01405108,0.065716345,0.831584715
48327,Menard County,2004,0.0085316,0.008242563,0.009966765,0.985884592,0.005576486
6091,Sierra County,2004,0.01481632,0.014370227,0.64248397,0.983484018,0.001446984
21053,Clinton County,2004,0.062619371,0.057303459,0.556990398,0.565221204,0.368215022
39063,Hancock County,2004,0.099909887,0.085586208,0.067311984,0.073718841,0.825247974
48189,Hale County,2004,0.047900445,0.044700567,0.000122951,0.281085233,0.670847234
1027,Clay County,2004,0.041828551,0.041154936,0.741085676,0.855364931,0.102002897
48011,Armstrong County,2004,0.015694294,0.015528503,0.073543152,0.815290089,0.165504404
39003,Allen County,2004,0.169118825,0.143123013,0.085823834,0.09593662,0.734402599
13189,McDuffie County,2004,0.069357973,0.063576459,0.65087221,0.774714863,0.151798087
55111,Sauk County,2004,0.065669567,0.059164633,0.413039841,0.439204878,0.494514874
5137,Stone County,2004,0.038843483,0.03803127,0.778234421,0.809133466,0.149082578
41063,Wallowa County,2004,0.00557984,0.005429058,0.478830135,0.944476963,0.02879229
42007,Beaver County,2004,0.211243101,0.170881284,0.614369542,0.622321172,0.16472067
28061,Jasper County,2004,0.038519126,0.037174727,0.71637724,0.862436931,0.098414353
29083,Henry County,2004,0.045263322,0.041960948,0.260504332,0.303310955,0.649621118
8109,Saguache County,2004,0.005684864,0.005325722,0.393099053,0.940184896,0.045555021
37037,Chatham County,2004,0.070962347,0.067454485,0.676652833,0.748181359,0.179530444
49033,Rich County,2004,0.009180007,0.008980376,0.141332593,0.903010185,0.087753156
40001,Adair County,2004,0.041105933,0.039372972,0.605346475,0.631407265,0.326902109
39085,Lake County,2004,0.464533236,0.401636438,0.356311651,0.39429671,0.137595648
51775,Salem city,2004,0.846959869,0.538859981,0.118421365,0.119609381,0.033264428
51121,Montgomery County,2004,0.126917913,0.104352019,0.636651112,0.646944516,0.225200015
47065,Hamilton County,2004,0.2816635,0.237399337,0.527081907,0.567796425,0.149020354
35035,Otero County,2004,0.006760049,0.006372569,0.172090368,0.960462234,0.000605997
35003,Catron County,2004,0.002939377,0.00286325,0.489491648,0.995046609,1.40E-05
1091,Marengo County,2004,0.033550571,0.031772551,0.651946897,0.785150343,0.179492445
56023,Lincoln County,2004,0.006814893,0.006555291,0.238107101,0.952973612,0.030324422
29011,Barton County,2004,0.042436823,0.040802832,0.14703218,0.151148546,0.805657774
48057,Calhoun County,2004,0.058012074,0.048102575,0.031638664,0.444616454,0.479692187
51735,Poquoson city,2004,0.289751495,0.272491592,0.208029709,0.701349963,0.004647795
54075,Pocahontas County,2004,0.035254553,0.034500522,0.891585214,0.911989536,0.048384454
48077,Clay County,2004,0.025333707,0.023673745,0.054653671,0.86492023,0.105670918
51095,James City County,2004,0.176199166,0.158972236,0.647814897,0.734380966,0.087847923
31101,Keith County,2004,0.024263348,0.02329787,0.019223774,0.65145099,0.315282278
31137,Phelps County,2004,0.045951013,0.043925859,0.011542091,0.133651811,0.819964411
22019,Calcasieu Parish,2004,0.140797596,0.116992775,0.343143879,0.503460856,0.354409134
22111,Union Parish,2004,0.049192329,0.047666031,0.792741394,0.90302405,0.046264054
